crime_category;crime_type;chrgcnt;ucr;district;beat_number;map_reference;incident_number;time_from;time_to;date_from;date_to;crimeday;location_category;lat;lon;apartment_complex;residential_subdivision;activity_date;phxrecordstatus;phxcommunity;phxstatus;record;offensecategory;violentproperty;timeframe;domestic;location;period;radio;street
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D1;111;P029;17000283;0001-01-01 16:25:00+00:00;0001-01-01 16:40:00+00:00;2017-01-11;01/11/2017;WEDNESDAY;TOWN OWNED;35.830157803;-78.7743551;;WESSEX;;;No;;6727;Simple Assault;Part II;"""Last Year""";N;"35.830157803; -78.7743551";"""Everything;Last Year""";Everything,Last Year;MIDENHALL WAY/WESTON PKWY
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D1;111;P029;17006390;0001-01-01 20:06:43+00:00;0001-01-01 20:06:44+00:00;2017-07-28;07/28/2017;FRIDAY;TOWN OWNED;35.829452464;-78.77169578;;HARRISON PARK;;;No;;6733;Simple Assault;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.829452464; -78.77169578";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WESTON PKWY
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D1;111;P080;17005749;0001-01-01 07:36:38+00:00;0001-01-01 07:36:39+00:00;2017-07-07;07/07/2017;FRIDAY;TOWN OWNED;35.820109127;-78.77798989;CARY RESERVE AT WESTON APTS;CARY RESERVE AT WESTON APARTMENTS;16MAY2012;Active;Yes;Active;6755;Simple Assault;Part II;"""Last Year;Last 3 Months;Last 6 Months""";Y;"35.820109127; -78.77798989";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WESTOVER HILLS DR
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;112;P027;17008257;0001-01-01 22:45:00+00:00;0001-01-01 22:45:00+00:00;2017-09-23;09/23/2017;SATURDAY;TOWN OWNED;35.757772043;-78.76984199;;FARREN FOREST;;;No;;6810;Simple Assault;Part II;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";Y;"35.757772043; -78.76984199";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;BRANNIGAN PL
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;112;P083;17006028;0001-01-01 05:00:00+00:00;0001-01-01 05:04:00+00:00;2017-07-16;07/16/2017;SUNDAY;TOWN OWNED;35.76258903;-78.74677231;;SOUTHEAST ZONE;;;No;;6984;Simple Assault;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.76258903; -78.74677231";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WALNUT ST
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D1;113;P031;17003838;0001-01-01 18:00:07+00:00;0001-01-01 18:07:08+00:00;2017-05-06;05/06/2017;SATURDAY;TOWN OWNED;35.797793243;-78.77412083;;MAYNARD FOREST;;;No;;7100;Simple Assault;Part II;"""Last Year;Last 6 Months""";N;"35.797793243; -78.77412083";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;GREGORY DR/BRISTOL BAY CT
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D1;113;P032;16011190;0001-01-01 15:43:24+00:00;0001-01-01 15:43:25+00:00;2016-12-24;12/24/2016;SATURDAY;TOWN OWNED;35.804715826;-78.78056788;;HARRISON POINTE SHOP CENTER;;;No;;7131;Simple Assault;Part II;"""Last Year""";Y;"35.804715826; -78.78056788";"""Everything;Last Year""";Everything,Last Year;GRANDE HEIGHTS DR
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D1;113;P032;17000039;0001-01-01 10:59:42+00:00;0001-01-01 10:59:43+00:00;2017-01-02;01/02/2017;MONDAY;TOWN OWNED;35.793121468;-78.78012725;;TCAP ZONE;;;No;;7132;Simple Assault;Part II;"""Last Year""";N;"35.793121468; -78.78012725";"""Everything;Last Year""";Everything,Last Year;E JOHNSON ST
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D1;114;P026;16008876;0001-01-01 02:45:00+00:00;0001-01-01 02:45:00+00:00;2016-10-16;10/16/2016;SUNDAY;TOWN OWNED;35.786513951;-78.8083398;WATERFORD FOREST APTS.;WATERFORD FOREST APTS;24AUG2011;Active;Yes;Active;7232;Simple Assault;Part II;"""Last Year""";N;"35.786513951; -78.8083398";"""Everything;Last Year""";Everything,Last Year;WATERFORD FOREST CIR
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D1;114;P026;17004198;0001-01-01 18:10:00+00:00;0001-01-01 18:10:00+00:00;2017-05-17;05/17/2017;WEDNESDAY;TOWN OWNED;35.789325077;-78.79288324;;SUNSET HILLS;;;No;;7235;Simple Assault;Part II;"""Last Year;Last 6 Months""";Y;"35.789325077; -78.79288324";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;MAYFAIR ST
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;115;P005;17000448;0001-01-01 20:28:47+00:00;0001-01-01 20:28:48+00:00;2017-01-16;01/16/2017;MONDAY;TOWN OWNED;35.749432814;-78.77663983;;LAWNS, THE;;;No;;7329;Simple Assault;Part II;"""Last Year""";Y;"35.749432814; -78.77663983";"""Everything;Last Year""";Everything,Last Year;AGASSI CT
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;115;P006;16010695;0001-01-01 02:45:00+00:00;0001-01-01 02:55:00+00:00;2016-12-12;12/12/2016;MONDAY;TOWN OWNED;35.761708368;-78.78924614;;PEBBLE CREEK WOODS;;;No;;7348;Simple Assault;Part II;"""Last Year""";Y;"35.761708368; -78.78924614";"""Everything;Last Year""";Everything,Last Year;FAIRFIELD LN
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;115;P006;17002333;0001-01-01 13:54:10+00:00;0001-01-01 13:54:11+00:00;2017-03-19;03/19/2017;SUNDAY;TOWN OWNED;35.760044326;-78.79619401;;HARBOUR TOWNE;;;No;;7350;Simple Assault;Part II;"""Last Year""";N;"35.760044326; -78.79619401";"""Everything;Last Year""";Everything,Last Year;PEBBLE CREEK DR
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;115;P038;17000007;0001-01-01 02:36:31+00:00;0001-01-01 02:36:32+00:00;2017-01-01;01/01/2017;SUNDAY;TOWN OWNED;35.759286227;-78.80297086;;SCOTTISH HILLS;;;No;;7375;Simple Assault;Part II;"""Last Year""";Y;"35.759286227; -78.80297086";"""Everything;Last Year""";Everything,Last Year;HELMSDALE DR
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;115;P039;17000552;0001-01-01 16:00:00+00:00;0001-01-01 17:00:00+00:00;2017-01-19;01/19/2017;THURSDAY;TOWN OWNED;35.763482744;-78.78892298;ASHTON WOODS APTS.;ASHTON WOODS APARTMENTS;03JAN2011;Active;Yes;Active;7438;Simple Assault;Part II;"""Last Year""";N;"35.763482744; -78.78892298";"""Everything;Last Year""";Everything,Last Year;DAHLIA PL
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;115;P039;17004734;0001-01-01 01:30:41+00:00;0001-01-01 01:30:42+00:00;2017-06-03;06/03/2017;SATURDAY;TOWN OWNED;35.765464472;-78.78984649;CARY PINES APTS;CARY PINES APTS;03JAN2011;Active;Yes;Active;7441;Simple Assault;Part II;"""Last Year;Last 6 Months""";Y;"35.765464472; -78.78984649";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;BARGATE DR
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;115;P039;17007237;0001-01-01 15:47:30+00:00;0001-01-01 15:57:31+00:00;2017-08-23;08/23/2017;WEDNESDAY;TOWN OWNED;35.764096489;-78.78649186;SEDGEBROOK APTS.;SEDGEBROOK APARTMENTS;03JAN2011;Active;Yes;Active;7442;Simple Assault;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.764096489; -78.78649186";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;SEDGEBROOK DR
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;115;P044;17000041;0001-01-01 12:00:00+00:00;0001-01-01 09:00:00+00:00;2017-01-02;01/02/2017;MONDAY;TOWN OWNED;35.740045767;-78.78151828;;WAKE MEDICAL CENTER;;;No;;7472;Simple Assault;Part II;"""Last Year""";N;"35.740045767; -78.78151828";"""Everything;Last Year""";Everything,Last Year;KILDAIRE FARM RD
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;116;P043;17006645;0001-01-01 21:25:12+00:00;0001-01-01 21:25:13+00:00;2017-08-05;08/05/2017;SATURDAY;TOWN OWNED;35.721844613;-78.80585831;;;;;No;;7508;Simple Assault;Part II;"""Last Year;Last 3 Months;Last 6 Months""";Y;"35.721844613; -78.80585831";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;TRIDENT CT
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;116;P053;16011096;0001-01-01 06:30:00+00:00;0001-01-01 06:46:00+00:00;2016-12-22;12/22/2016;THURSDAY;TOWN OWNED;35.737272111;-78.78216601;;CRESCENT COMMONS SHOP CENTER;;;No;;7632;Simple Assault;Part II;"""Last Year""";N;"35.737272111; -78.78216601";"""Everything;Last Year""";Everything,Last Year;KILDAIRE FARM RD
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;116;P053;17006568;0001-01-01 10:18:17+00:00;0001-01-01 10:18:18+00:00;2017-08-03;08/03/2017;THURSDAY;TOWN OWNED;35.735538569;-78.78065434;;CRESCENT COMMONS SHOP CENTER;;;No;;7636;Simple Assault;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.735538569; -78.78065434";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;KILDAIRE FARM RD
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;116;P053;17007010;0001-01-01 20:18:00+00:00;0001-01-01 20:30:00+00:00;2017-08-16;08/16/2017;WEDNESDAY;TOWN OWNED;35.735522285;-78.78695559;;REGENCY PARK;;;No;;7638;Simple Assault;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.735522285; -78.78695559";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;REGENCY PKWY
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;116;P053;17007474;0001-01-01 17:00:00+00:00;0001-01-01 17:26:00+00:00;2017-08-30;08/30/2017;WEDNESDAY;TOWN OWNED;35.739684054;-78.7789919;;WAVERLY PLACE;;;No;;7639;Simple Assault;Part II;"""Last Year;Last 3 Months;Last 6 Months""";Y;"35.739684054; -78.7789919";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;COLONADES WAY
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D2;117;P009;17002116;0001-01-01 06:10:00+00:00;0001-01-01 06:30:00+00:00;2017-03-12;03/12/2017;SUNDAY;TOWN OWNED;35.766205772;-78.81825792;;FOREST, THE;;;No;;7662;Simple Assault;Part II;"""Last Year""";N;"35.766205772; -78.81825792";"""Everything;Last Year""";Everything,Last Year;POCONO LN
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D2;117;P071;16010690;0001-01-01 19:24:00+00:00;0001-01-01 19:24:00+00:00;2016-12-11;12/11/2016;SUNDAY;TOWN OWNED;35.77323667;-78.8579211;;PARK VILLAGE;;;No;;7801;Simple Assault;Part II;"""Last Year""";Y;"35.77323667; -78.8579211";"""Everything;Last Year""";Everything,Last Year;HIGHFALLS CT
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;118;P004;16011285;0001-01-01 19:30:00+00:00;0001-01-01 19:45:00+00:00;2016-12-28;12/28/2016;WEDNESDAY;TOWN OWNED;35.750302612;-78.75739333;;WELLINGTON PLACE;;;No;;7869;Simple Assault;Part II;"""Last Year""";Y;"35.750302612; -78.75739333";"""Everything;Last Year""";Everything,Last Year;DURINGTON PL
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;118;P004;17006414;0001-01-01 20:00:00+00:00;0001-01-01 20:07:00+00:00;2017-07-29;07/29/2017;SATURDAY;TOWN OWNED;35.747694435;-78.751551;LODGE AT CROSSROADS APTS., THE;LODGE AT CROSSROADS;16SEP2015;Active;Yes;Active;7873;Simple Assault;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.747694435; -78.751551";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;BRISBANE WOODS WAY
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;118;P046;17008095;0001-01-01 12:56:00+00:00;0001-01-01 13:00:00+00:00;2017-09-19;09/19/2017;TUESDAY;TOWN OWNED;35.747169049;-78.74321454;;TRYON VILLAGE SHOPPING CENTER;;;No;;7934;Simple Assault;Part II;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";Y;"35.747169049; -78.74321454";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;TRYON VILLAGE DR
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D3;118;P120;17002049;0001-01-01 20:00:00+00:00;0001-01-01 20:30:00+00:00;2017-03-09;03/09/2017;THURSDAY;TOWN OWNED;35.761098003;-78.74320404;;CROSSROADS PLAZA SHOP CENTER;;;No;;7960;Simple Assault;Part II;"""Last Year""";N;"35.761098003; -78.74320404";"""Everything;Last Year""";Everything,Last Year;WALNUT ST
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D2;119;P076;17002046;0001-01-01 21:21:26+00:00;0001-01-01 21:21:27+00:00;2017-03-09;03/09/2017;THURSDAY;TOWN OWNED;35.831281243;-78.90980648;;VILLAGE SQUARE AT AMBERLY;;;No;;8073;Simple Assault;Part II;"""Last Year""";Y;"35.831281243; -78.90980648";"""Everything;Last Year""";Everything,Last Year;BALSAM FIR DR
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D2;119;P082;17001607;0001-01-01 12:55:00+00:00;0001-01-01 12:55:00+00:00;2017-02-23;02/23/2017;THURSDAY;TOWN OWNED;35.830302681;-78.88916131;;PANTHER CREEK HIGH SCHOOL;;;No;;8125;Simple Assault;Part II;"""Last Year""";N;"35.830302681; -78.88916131";"""Everything;Last Year""";Everything,Last Year;MCCRIMMON PKWY
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D1;120;P057;16010866;0001-01-01 12:00:00+00:00;0001-01-01 14:00:00+00:00;2016-12-13;12/14/2016;WEDNESDAY;TOWN OWNED;35.781300469;-78.76148107;;VILLAGE GREEN TOWNHOMES;;;No;;8216;Simple Assault;Part II;"""Last Year""";Y;"35.781300469; -78.76148107";"""Everything;Last Year""";Everything,Last Year;SURREY CT
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D1;120;P057;17001866;0001-01-01 04:58:15+00:00;0001-01-01 04:58:16+00:00;2017-03-04;03/04/2017;SATURDAY;TOWN OWNED;35.779462741;-78.76141188;OXFORD SQUARE APTS.;OXFORD SQUARE APARTMENTS;24AUG2011;Active;Yes;Active;8218;Simple Assault;Part II;"""Last Year""";N;"35.779462741; -78.76141188";"""Everything;Last Year""";Everything,Last Year;VILLAGE GREENWAY
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D1;120;P061;16009657;0001-01-01 10:50:00+00:00;0001-01-01 10:50:01+00:00;2016-11-10;11/10/2016;THURSDAY;TOWN OWNED;35.774879718;-78.76557924;;CARY VILLAGE SQUARE;;;No;;8309;Simple Assault;Part II;"""Last Year""";N;"35.774879718; -78.76557924";"""Everything;Last Year""";Everything,Last Year;CARY TOWNE BLVD
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D1;120;P062;17008255;0001-01-01 21:00:00+00:00;0001-01-01 21:23:00+00:00;2017-09-23;09/23/2017;SATURDAY;TOWN OWNED;35.778054724;-78.77382997;;;;;No;;8337;Simple Assault;Part II;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";Y;"35.778054724; -78.77382997";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;PLEASANTS AV
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D1;120;P121;17006207;0001-01-01 13:16:43+00:00;0001-01-01 13:16:44+00:00;2017-07-22;07/22/2017;SATURDAY;TOWN OWNED;35.77385099;-78.75931174;;CARY TOWNE CENTER;;;No;;8352;Simple Assault;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.77385099; -78.75931174";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WALNUT ST
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D2;121;P017;16011106;0001-01-01 11:45:00+00:00;0001-01-01 11:51:57+00:00;2016-12-22;12/22/2016;THURSDAY;TOWN OWNED;35.791278226;-78.85104435;;STONE CREEK VILLAGE;;;No;;8382;Simple Assault;Part II;"""Last Year""";Y;"35.791278226; -78.85104435";"""Everything;Last Year""";Everything,Last Year;CORNERSTONE DR
ALL OTHER;ASSAULT - SIMPLE - ALL OTHER;;0890;D2;121;P078;17000979;0001-01-01 17:54:00+00:00;0001-01-01 18:31:08+00:00;2017-02-02;02/02/2017;THURSDAY;TOWN OWNED;35.797889538;-78.84334351;;PRESTON POINT;;;No;;8462;Simple Assault;Part II;"""Last Year""";N;"35.797889538; -78.84334351";"""Everything;Last Year""";Everything,Last Year;ETHANS GLEN CT
ALL OTHER;ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION;;0820;D1;111;P024;16011033;0001-01-01 13:40:00+00:00;0001-01-01 13:41:39+00:00;2016-12-20;12/20/2016;TUESDAY;TOWN OWNED;35.813605324;-78.78951562;;SPRINGBROOKE;;;No;;8546;Simple Assault;Part II;"""Last Year""";Y;"35.813605324; -78.78951562";"""Everything;Last Year""";Everything,Last Year;WATERFALL CT
ALL OTHER;ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION;;0820;D1;113;P060;17005602;0001-01-01 14:25:44+00:00;0001-01-01 14:25:44+00:00;2017-07-01;07/01/2017;SATURDAY;TOWN OWNED;35.789741928;-78.77963612;;TOWN HALL CAMPUS;;;No;;8637;Simple Assault;Part II;"""Last Year;Last 6 Months""";N;"35.789741928; -78.77963612";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;WILKINSON AV
ALL OTHER;ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION;;0820;D1;114;P026;17008113;0001-01-01 01:15:00+00:00;0001-01-01 01:38:10+00:00;2017-09-20;09/20/2017;WEDNESDAY;TOWN OWNED;35.788787396;-78.78384806;;TCAP ZONE;;;No;;8649;Simple Assault;Part II;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.788787396; -78.78384806";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;N HARRISON AV
ALL OTHER;ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION;;0820;D1;114;P036;17001007;0001-01-01 19:15:00+00:00;0001-01-01 19:40:00+00:00;2017-02-02;02/02/2017;THURSDAY;TOWN OWNED;35.785150344;-78.79356827;;SAMUELS KEEP TOWNHOMES;;;No;;8664;Simple Assault;Part II;"""Last Year""";Y;"35.785150344; -78.79356827";"""Everything;Last Year""";Everything,Last Year;SAMUEL CARY DR
ALL OTHER;ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION;;0820;D1;114;P063;17000429;0001-01-01 08:02:21+00:00;0001-01-01 08:02:22+00:00;2017-01-16;01/16/2017;MONDAY;TOWN OWNED;35.794586923;-78.80160347;;WEATHERFIELD INDUSTRIAL PARK;;;No;;8667;Simple Assault;Part II;"""Last Year""";N;"35.794586923; -78.80160347";"""Everything;Last Year""";Everything,Last Year;NW MAYNARD RD
ALL OTHER;ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION;;0820;D3;116;P053;16009792;0001-01-01 21:00:00+00:00;0001-01-01 21:30:00+00:00;2016-11-13;11/13/2016;SUNDAY;TOWN OWNED;35.736453478;-78.785302;;REGENCY PARK;;;No;;8758;Simple Assault;Part II;"""Last Year""";Y;"35.736453478; -78.785302";"""Everything;Last Year""";Everything,Last Year;TRYON RD
ALL OTHER;ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION;;0820;D1;120;P059;17003506;0001-01-01 12:12:00+00:00;0001-01-01 12:12:00+00:00;2017-04-27;04/27/2017;THURSDAY;TOWN OWNED;35.786421329;-78.77016846;FOREST PARK APTS.;FOREST PARK APARTMENTS;;Inactive;Yes;Inactive;8912;Simple Assault;Part II;"""Last Year;Last 6 Months""";Y;"35.786421329; -78.77016846";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;SHERWOOD CT
ALL OTHER;ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION;;0820;D1;120;P061;16011162;0001-01-01 14:30:00+00:00;0001-01-01 14:52:00+00:00;2016-12-23;12/23/2016;FRIDAY;TOWN OWNED;35.770033906;-78.76016586;;CENTRAL ZONE;;;No;;8921;Simple Assault;Part II;"""Last Year""";N;"35.770033906; -78.76016586";"""Everything;Last Year""";Everything,Last Year;WALNUT ST
ALL OTHER;ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION;;0820;D2;121;P017;17000853;0001-01-01 22:35:41+00:00;0001-01-01 22:35:42+00:00;2017-01-28;01/28/2017;SATURDAY;TOWN OWNED;35.791467418;-78.84851504;;STONE CREEK VILLAGE;;;No;;8937;Simple Assault;Part II;"""Last Year""";N;"35.791467418; -78.84851504";"""Everything;Last Year""";Everything,Last Year;BOULDERSTONE WAY
ALL OTHER;ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION;;0820;D2;122;P015;17004586;0001-01-01 22:57:00+00:00;0001-01-01 22:57:00+00:00;2017-05-29;05/29/2017;MONDAY;TOWN OWNED;35.820626033;-78.89932484;THE RESERVE AT CARY PARK APTS.;THE RESERVE AT CARY PARK;19SEP2012;Active;Yes;Active;8956;Simple Assault;Part II;"""Last Year;Last 6 Months""";Y;"35.820626033; -78.89932484";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;FALLEN ACORN CIR
ALL OTHER;ASSAULT - SIMPLE - TELEPHONE THREAT;;0820;D3;112;P003;16010608;0001-01-01 10:43:00+00:00;0001-01-01 10:58:08+00:00;2016-12-09;12/09/2016;FRIDAY;TOWN OWNED;35.766721973;-78.75259108;;WALNUT RIDGE;;;No;;9205;Simple Assault;Part II;"""Last Year""";N;"35.766721973; -78.75259108";"""Everything;Last Year""";Everything,Last Year;KIMBOLTON DR
ALL OTHER;ASSAULT - SIMPLE - TELEPHONE THREAT;;0820;D1;114;P036;17001058;0001-01-01 12:00:00+00:00;0001-01-01 19:16:17+00:00;2017-01-30;02/05/2017;SUNDAY;TOWN OWNED;35.772384737;-78.78315023;;MAYFAIR PLAZA;;;No;;9215;Simple Assault;Part II;"""Last Year""";N;"35.772384737; -78.78315023";"""Everything;Last Year""";Everything,Last Year;KILDAIRE FARM RD
AGGRAVATED ASSAULT;ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED);;0810;D1;111;P022;17006867;0001-01-01 12:20:00+00:00;0001-01-01 12:20:00+00:00;2017-08-13;08/13/2017;SUNDAY;TOWN OWNED;35.813989837;-78.80600809;;WESTON PLACE;;;No;;9246;Simple Assault;Part II;"""Last Year;Last 3 Months;Last 6 Months""";Y;"35.813989837; -78.80600809";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WESTON GREEN LOOP
AGGRAVATED ASSAULT;ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED);;0810;D1;111;P080;17000003;0001-01-01 01:23:00+00:00;0001-01-01 01:23:00+00:00;2017-01-01;01/01/2017;SUNDAY;TOWN OWNED;35.819582756;-78.78318218;CARY RESERVE AT WESTON APTS;CARY RESERVE AT WESTON APARTMENTS;16MAY2012;Active;Yes;Active;9341;Simple Assault;Part II;"""Last Year""";Y;"35.819582756; -78.78318218";"""Everything;Last Year""";Everything,Last Year;PINETUCK CT
AGGRAVATED ASSAULT;ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED);;0810;D3;112;P003;17006277;0001-01-01 22:00:00+00:00;0001-01-01 22:10:00+00:00;2017-07-24;07/24/2017;MONDAY;TOWN OWNED;35.772715317;-78.75466289;;WALNUT HILLS;;;No;;9355;Simple Assault;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.772715317; -78.75466289";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;ASKHAM DR
AGGRAVATED ASSAULT;ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED);;0810;D3;112;P028;17000053;0001-01-01 05:00:00+00:00;0001-01-01 08:00:00+00:00;2017-01-03;01/03/2017;TUESDAY;TOWN OWNED;35.762055293;-78.76848152;;MAYNARD OAKS;;;No;;9374;Simple Assault;Part II;"""Last Year""";Y;"35.762055293; -78.76848152";"""Everything;Last Year""";Everything,Last Year;ABRAM DR
AGGRAVATED ASSAULT;ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED);;0810;D3;112;P028;17003149;0001-01-01 03:49:51+00:00;0001-01-01 03:49:52+00:00;2017-04-15;04/15/2017;SATURDAY;TOWN OWNED;35.765814984;-78.76631339;;PIRATES COVE;;;No;;9375;Simple Assault;Part II;"""Last Year;Last 6 Months""";Y;"35.765814984; -78.76631339";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;CROWN CT
AGGRAVATED ASSAULT;ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED);;0810;D3;112;P083;17006310;0001-01-01 04:20:00+00:00;0001-01-01 04:21:00+00:00;2017-07-26;07/26/2017;WEDNESDAY;TOWN OWNED;35.76258903;-78.74677231;;SOUTHEAST ZONE;;;No;;9459;Simple Assault;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.76258903; -78.74677231";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WALNUT ST
